,bedrooms,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
14113,4,0,0,3,9,2390,0,98074,664000,0.5,1195.0
14114,4,0,3,3,8,1580,1580,98178,452100,0.5,1580.0
14115,2,0,0,3,7,900,0,98144,290000,0.5,450.0
14116,3,0,2,4,8,3610,0,98146,950000,1.0,1805.0
14117,3,0,0,4,7,1670,400,98103,662500,0.6666666666666666,835.0
14118,4,0,0,5,7,1850,0,98034,475000,0.5,925.0
14119,3,0,0,3,7,1140,300,98028,450000,0.6666666666666666,1140.0
14120,3,0,3,3,8,2590,0,98198,538250,0.6666666666666666,1295.0
14121,2,0,0,4,6,1140,0,98133,329950,0.5,570.0
14122,4,0,2,3,9,2760,0,98117,1100000,1.0,1380.0
14123,5,0,0,3,6,1110,200,98106,307000,0.4,555.0
14124,3,0,0,3,7,1270,600,98118,433000,0.6666666666666666,1270.0
14125,3,0,0,4,7,1280,620,98023,212000,0.6666666666666666,1280.0
14126,5,0,0,4,8,2380,480,98144,750000,0.6,1190.0
14127,3,0,0,3,7,1640,0,98042,279000,0.6666666666666666,1640.0
14128,3,0,0,4,6,1140,0,98199,476000,0.3333333333333333,570.0
14129,5,0,0,4,7,1390,1200,98198,368000,0.4,1390.0
14130,4,0,0,3,7,1320,840,98042,228950,0.75,1320.0
14131,5,0,0,4,8,3260,0,98042,568450,0.8,1630.0
14132,4,0,0,3,7,1660,0,98115,619000,0.5,830.0
14133,3,0,0,3,7,1640,0,98002,275000,0.6666666666666666,820.0
14134,4,0,0,3,8,2620,0,98001,321500,0.5,1310.0
14135,3,0,0,3,6,790,160,98108,230000,0.6666666666666666,790.0
14136,3,0,0,4,6,900,0,98002,179500,0.3333333333333333,900.0
14137,3,0,0,3,7,1220,430,98011,460000,0.6666666666666666,1220.0
14138,3,0,0,3,7,1800,0,98042,286000,0.6666666666666666,900.0
14139,3,0,0,3,7,1480,0,98122,427500,0.3333333333333333,740.0
14140,3,0,0,3,7,1040,0,98136,400000,0.3333333333333333,1040.0
14141,3,0,0,3,8,2300,0,98053,675000,1.3333333333333333,2300.0
14142,3,0,0,3,7,1240,1240,98118,350000,0.3333333333333333,1240.0
14143,4,0,0,3,8,1540,430,98028,385000,0.5,1540.0
14144,2,0,1,4,7,830,700,98119,525000,1.0,830.0
14145,2,0,0,3,6,970,0,98146,315000,0.5,970.0
14146,4,0,0,3,10,2920,0,98027,820000,0.5,1460.0
14147,3,0,0,4,7,970,0,98032,205000,0.3333333333333333,970.0
14148,2,0,0,4,6,680,0,98177,500000,0.5,680.0
14149,4,0,0,4,8,2640,0,98029,599000,0.5,1320.0
14151,1,0,0,4,7,1180,800,98055,299000,2.0,1180.0
14152,3,1,2,5,8,2180,800,98166,947500,1.0,1090.0
14153,3,0,0,3,8,1630,0,98133,385000,1.0,543.3333333333334
14154,2,0,0,5,7,890,890,98116,639950,1.0,890.0
14155,2,0,0,3,8,780,430,98199,824000,0.5,780.0
14156,3,0,0,3,7,1010,0,98003,199950,0.3333333333333333,1010.0
14157,3,0,0,4,8,1480,1090,98105,1010000,0.6666666666666666,1480.0
14158,4,0,1,3,9,2440,330,98136,950000,0.5,1220.0
14159,3,0,0,4,8,2290,0,98006,822000,0.6666666666666666,1145.0
14160,4,0,0,3,7,1080,700,98136,473600,0.5,1080.0
14161,5,0,0,3,8,2150,0,98116,490000,0.4,1075.0
14162,3,0,0,3,7,1000,920,98001,245000,0.6666666666666666,1000.0
14163,4,0,0,4,7,1220,0,98001,199000,0.25,1220.0
14165,3,0,0,3,7,1500,0,98014,418000,0.6666666666666666,1500.0
14166,7,0,0,4,8,1830,1000,98133,450000,0.5714285714285714,1830.0
14167,3,0,0,3,8,1580,0,98030,280000,0.6666666666666666,790.0
14168,3,0,0,4,7,910,320,98022,273000,0.6666666666666666,910.0
14169,4,0,0,3,8,2910,0,98059,549000,0.5,1455.0
14170,5,0,0,4,9,2370,0,98006,913888,0.4,1185.0
14171,4,0,0,5,8,1540,390,98122,689888,0.5,770.0
14172,4,0,0,3,7,870,910,98133,305000,0.5,870.0
14173,4,0,0,3,9,2760,0,98056,602500,0.5,1380.0
14174,2,0,0,3,7,900,720,98108,355000,1.0,900.0
14175,3,0,0,3,9,2160,0,98052,756000,0.6666666666666666,1080.0
14176,4,0,0,4,7,1040,1150,98023,289950,0.5,1040.0
14177,3,0,0,3,10,3240,0,98075,800000,0.6666666666666666,1620.0
14178,2,0,0,4,6,720,0,98103,403000,0.5,720.0
14179,3,0,0,3,8,1370,40,98008,350000,0.6666666666666666,685.0
14181,5,0,2,3,7,1150,800,98008,525126,0.4,1150.0
14182,3,0,0,3,7,1100,0,98155,241450,0.3333333333333333,1100.0
14183,3,0,0,3,7,1400,0,98133,320000,0.6666666666666666,1400.0
14184,4,0,0,3,7,1030,680,98031,234000,0.5,1030.0
14185,5,0,0,3,6,1150,850,98144,441000,0.4,1150.0
14186,5,0,0,3,6,1150,850,98144,474500,0.4,1150.0
14187,3,0,0,4,7,1440,0,98103,705000,0.3333333333333333,720.0
14188,4,0,0,3,8,1520,0,98029,517500,0.5,760.0
14189,4,0,0,3,6,1440,0,98166,142500,0.25,1440.0
14190,2,0,0,3,7,1010,0,98056,310000,1.0,505.0
14191,4,0,0,3,9,2440,0,98052,749500,0.5,1220.0
14192,5,0,0,3,7,1560,920,98188,360000,0.6,1560.0
14193,3,0,0,5,7,1090,0,98038,267500,0.3333333333333333,1090.0
14194,3,0,0,4,6,1380,100,98168,290000,0.3333333333333333,1380.0
14195,5,0,0,4,8,1400,1400,98005,850000,0.4,1400.0
14196,4,0,0,3,8,1820,0,98119,815000,0.5,910.0
14199,3,0,0,3,7,1220,0,98001,175000,0.6666666666666666,1220.0
14200,3,0,0,3,8,1300,530,98034,429950,0.6666666666666666,1300.0
14201,4,0,0,3,8,2900,0,98074,675000,0.5,1450.0
14202,3,0,0,3,7,1520,420,98027,580000,0.6666666666666666,1520.0
14203,4,0,0,4,6,1750,0,98166,240000,0.5,1750.0
14204,3,0,0,4,8,1210,640,98032,374000,0.6666666666666666,1210.0
14205,4,0,2,3,9,2180,1040,98199,862500,0.5,1090.0
14206,2,0,0,5,6,1080,0,98030,140000,0.5,1080.0
14207,5,0,0,3,8,3090,900,98125,740000,0.8,1545.0
14208,3,0,0,4,6,820,100,98119,589000,0.6666666666666666,820.0
14209,3,0,0,3,7,1290,0,98058,275000,0.6666666666666666,1290.0
14210,4,0,0,3,8,2090,0,98011,489900,0.5,1045.0
14211,3,0,0,3,9,1900,0,98033,545000,0.6666666666666666,950.0
14212,4,0,0,3,6,1360,0,98168,235000,0.25,680.0
14213,3,0,0,4,6,1000,0,98118,230000,0.3333333333333333,500.0
14214,4,0,0,3,7,1920,250,98122,655000,0.5,960.0
14215,2,0,0,4,5,820,0,98022,185000,0.5,820.0
14216,3,0,0,4,7,1090,0,98092,196000,0.3333333333333333,1090.0
14217,3,0,0,4,8,1290,540,98052,572000,0.6666666666666666,1290.0
14218,4,0,0,3,9,3010,0,98056,615000,0.5,1505.0
14221,3,0,0,4,7,1520,0,98034,375000,0.6666666666666666,760.0
14222,3,0,0,4,6,1250,0,98070,295000,0.6666666666666666,1250.0
14223,4,0,0,5,7,2230,530,98115,760000,0.5,1115.0
14224,3,0,0,3,8,1330,0,98058,347000,0.6666666666666666,1330.0
14225,3,0,0,4,7,1500,200,98117,712000,0.6666666666666666,750.0
14226,4,0,0,5,7,1210,840,98144,495000,0.5,605.0
14227,4,0,0,4,8,2040,1100,98040,925000,0.5,2040.0
14228,3,0,0,4,7,1840,190,98115,775000,0.3333333333333333,920.0
14229,4,0,0,4,6,1400,700,98126,429000,0.5,700.0
14230,3,0,0,4,7,1010,0,98003,229000,0.3333333333333333,1010.0
14231,4,0,0,3,7,1980,0,98024,400000,0.5,1980.0
14232,4,0,0,4,8,2100,0,98006,625000,0.5,1050.0
14233,2,0,0,3,7,840,0,98133,130000,0.5,840.0
14234,3,0,0,3,7,1190,500,98106,349000,0.6666666666666666,1190.0
14235,3,0,0,4,7,2140,0,98031,365000,0.6666666666666666,2140.0
14236,3,0,0,3,7,1350,460,98199,487500,0.6666666666666666,675.0
14237,3,0,0,3,8,2600,0,98059,475000,0.6666666666666666,1300.0
14238,3,0,0,3,8,1470,180,98040,685000,0.6666666666666666,1470.0
14239,3,0,0,4,7,1230,1230,98112,960000,0.6666666666666666,1230.0
14240,5,0,0,3,7,2880,1440,98115,1100000,0.4,1440.0
14241,3,0,0,3,9,2600,0,98038,428000,0.6666666666666666,1300.0
14242,3,0,0,4,7,1930,0,98011,435000,0.6666666666666666,965.0
14243,3,0,2,5,7,1260,930,98107,769950,0.6666666666666666,1260.0
14244,3,0,0,4,7,1200,220,98006,385000,0.3333333333333333,1200.0
14245,3,0,0,3,7,1670,420,98019,352000,0.6666666666666666,835.0
14246,3,0,0,3,8,2290,0,98075,622500,0.6666666666666666,1145.0
14247,3,0,0,3,9,2290,180,98074,660000,1.0,1145.0
14248,3,0,0,3,6,840,0,98023,105000,0.3333333333333333,840.0
14249,2,0,0,5,7,1400,700,98126,420000,0.5,1400.0
14250,3,0,0,4,7,1360,0,98006,499950,0.6666666666666666,1360.0
14251,6,0,0,5,9,2270,1150,98006,975000,0.5,2270.0
14252,3,0,0,5,7,1490,440,98105,665000,1.0,745.0
14253,4,0,0,4,7,1180,1000,98052,540000,0.5,1180.0
14254,4,0,0,3,7,1670,0,98028,400000,0.5,1670.0
14255,4,0,0,3,8,1650,1070,98146,469950,0.75,1650.0
14256,4,0,0,4,8,3170,0,98007,777000,0.5,1585.0
14257,2,0,0,3,7,1010,600,98108,346500,1.0,1010.0
14258,3,0,0,3,8,2370,0,98029,685000,0.6666666666666666,1185.0
14259,3,0,0,4,10,2590,0,98042,396500,0.6666666666666666,2590.0
14260,3,0,0,3,10,1990,860,98122,783500,0.6666666666666666,995.0
14261,4,0,0,3,7,1660,0,98103,575000,0.5,830.0
14263,3,0,0,4,7,1130,1070,98177,515000,0.6666666666666666,1130.0
14264,3,0,0,4,7,1250,770,98168,300000,0.6666666666666666,1250.0
14265,3,0,0,4,7,1760,0,98031,272000,0.6666666666666666,1760.0
14266,4,0,0,3,7,1810,0,98059,355000,0.5,905.0
14267,3,0,0,5,6,1310,0,98178,223000,0.6666666666666666,1310.0
14268,4,0,0,3,7,3000,0,98038,397000,0.5,1500.0
14269,2,0,0,5,6,1080,0,98117,460000,1.0,1080.0
14270,3,0,0,4,9,1550,620,98109,848000,1.0,775.0
14271,2,0,0,5,6,740,0,98115,392800,0.5,740.0
14274,3,0,0,3,8,2370,0,98034,577000,0.6666666666666666,1185.0
14275,3,0,0,4,7,1390,500,98103,570000,0.3333333333333333,695.0
14276,3,0,0,3,7,1160,0,98002,250000,0.6666666666666666,1160.0
14277,4,0,0,4,8,1550,0,98040,645000,0.5,775.0
14278,3,0,0,3,9,3090,0,98038,567500,0.6666666666666666,1545.0
14279,4,0,0,3,8,2610,0,98038,337000,0.5,1305.0
14280,3,0,0,3,7,1230,0,98058,280000,0.6666666666666666,1230.0
14281,3,0,0,4,6,1280,0,98002,167000,0.6666666666666666,640.0
14282,2,0,0,3,6,940,940,98126,280000,0.5,940.0
14283,2,0,0,4,6,1220,0,98155,317500,1.0,1220.0
14284,2,0,0,3,8,1120,230,98136,405500,1.5,560.0
14285,4,0,0,3,8,2370,0,98024,495000,0.5,1185.0
14286,4,0,0,3,10,3040,0,98074,691000,0.75,1520.0
14287,5,0,0,5,7,2080,0,98070,480000,0.4,2080.0
14288,2,0,0,4,7,880,680,98117,549010,1.0,880.0
14289,5,0,2,3,8,2980,0,98029,750000,0.8,1490.0
14290,2,0,0,4,7,870,0,98103,365000,0.5,870.0
14291,3,0,0,3,7,1100,560,98034,412500,0.6666666666666666,1100.0
14292,3,0,0,3,7,1440,430,98011,425000,0.6666666666666666,1440.0
14293,3,0,0,3,7,960,450,98004,920000,0.3333333333333333,960.0
14294,4,0,0,4,9,1630,550,98023,340000,0.5,1630.0
14295,4,0,0,5,7,1520,1100,98133,405000,0.5,1520.0
14296,3,0,0,3,8,1870,580,98056,537100,0.6666666666666666,1870.0
14297,4,0,0,3,8,3250,0,98031,353500,0.5,1625.0
14298,3,0,0,3,7,1150,0,98125,522000,0.3333333333333333,1150.0
14299,4,0,0,3,8,2780,0,98053,710000,0.75,1390.0
14300,3,0,0,4,7,1360,0,98059,329950,0.6666666666666666,1360.0
14301,5,0,3,3,9,1540,1270,98008,830000,0.4,1540.0
14302,4,0,0,5,8,1780,0,98005,800500,0.5,1780.0
14303,3,0,0,3,7,1100,0,98042,168500,0.3333333333333333,1100.0
14304,3,0,0,3,8,2230,0,98065,490000,0.6666666666666666,1115.0
14305,3,0,0,3,8,1140,570,98116,579000,0.6666666666666666,570.0
14306,4,0,0,3,8,2620,0,98075,600000,0.5,1310.0
14307,4,0,0,4,7,1190,800,98126,445000,0.5,595.0
14308,4,0,0,3,7,1450,0,98027,362500,0.5,1450.0
14309,4,0,0,4,7,1050,580,98092,234000,0.5,1050.0
14310,1,0,0,3,7,730,0,98144,321500,1.0,730.0
14311,3,0,0,4,7,1140,840,98115,660000,0.6666666666666666,570.0
14312,4,0,0,4,6,1730,0,98031,319000,0.25,865.0
14313,3,0,0,3,8,1100,250,98022,314000,0.6666666666666666,1100.0
14314,3,0,0,5,7,740,670,98107,517950,0.6666666666666666,740.0
14315,5,0,0,4,7,1180,1180,98006,525000,0.4,1180.0
14316,3,0,0,5,6,1190,0,98059,319500,0.3333333333333333,1190.0
14318,1,0,4,4,6,1220,0,98198,325000,1.0,1220.0
14319,4,0,0,5,10,2920,0,98077,795000,0.5,1460.0
14320,2,0,3,3,9,1320,270,98199,850000,1.0,660.0
14321,5,0,0,3,9,3510,0,98033,1010000,0.6,1755.0
14322,3,0,0,3,8,1320,0,98107,475000,0.6666666666666666,440.0
14323,3,0,0,3,7,1090,520,98028,375000,0.3333333333333333,1090.0
14324,3,0,0,4,7,1410,0,98177,405000,0.3333333333333333,1410.0
14325,4,0,0,3,7,1570,600,98155,420000,0.5,1570.0
14326,4,0,0,3,7,1390,500,98119,775000,0.5,695.0
14327,4,0,0,3,9,3260,0,98027,800000,0.75,1630.0
14328,3,0,0,4,8,1540,540,98052,436800,0.6666666666666666,770.0
14329,3,0,0,4,8,1740,300,98117,620000,0.6666666666666666,870.0
14330,3,0,0,4,7,1250,0,98003,230000,0.3333333333333333,1250.0
14331,1,0,0,2,6,850,0,98118,165000,1.0,850.0
14332,1,0,0,2,6,850,0,98118,490000,1.0,850.0
14333,3,0,0,5,8,1600,0,98006,480000,0.6666666666666666,1600.0
14334,3,0,0,3,9,2400,0,98056,570000,0.6666666666666666,1200.0
14335,3,0,0,4,8,1750,120,98033,615000,0.6666666666666666,875.0
14336,3,0,0,3,7,860,860,98028,280000,0.3333333333333333,860.0
14337,3,0,0,3,7,1030,0,98072,326000,0.3333333333333333,1030.0
14338,2,0,0,3,9,1100,90,98105,550700,1.0,550.0
14339,2,0,0,3,6,910,0,98112,600000,0.5,455.0
14340,3,0,0,3,7,1150,140,98029,450000,0.3333333333333333,1150.0
14341,2,0,0,3,8,1280,250,98122,546000,1.0,640.0
14342,3,0,0,3,9,2330,0,98045,585000,0.6666666666666666,1165.0
14343,3,0,2,3,7,1200,890,98115,489000,0.6666666666666666,1200.0
14344,3,0,2,4,8,1050,520,98122,765000,0.6666666666666666,525.0
14345,3,0,3,4,8,1560,0,98070,519000,0.6666666666666666,1560.0
14346,2,0,0,3,5,880,620,98055,262000,0.5,440.0
14347,4,0,0,3,7,1430,730,98115,550000,0.75,1430.0
14348,2,0,0,4,6,780,0,98146,285000,0.5,780.0
14349,4,0,0,4,7,1360,980,98028,476000,0.5,1360.0
14351,1,0,0,3,6,720,0,98117,335000,1.0,720.0
14352,4,0,0,4,8,2990,0,98092,510000,0.5,2990.0
14353,3,0,0,4,7,1860,0,98030,291000,0.6666666666666666,1860.0
14354,4,0,0,4,6,1950,0,98065,335000,0.5,975.0
14355,3,0,0,3,7,1490,370,98028,415000,0.6666666666666666,1490.0
14356,3,0,0,5,7,830,720,98126,430000,0.6666666666666666,830.0
14357,3,0,0,4,7,1210,400,98023,270000,0.6666666666666666,1210.0
14358,3,0,0,4,7,980,830,98117,760000,0.6666666666666666,980.0
14359,2,0,0,3,7,1730,0,98144,450000,1.0,865.0
14360,3,0,0,4,7,1230,0,98059,425000,0.6666666666666666,1230.0
14361,4,0,0,4,7,1730,400,98103,725000,0.5,865.0
14362,3,0,0,4,7,1610,580,98033,700000,1.0,1610.0
14363,5,0,0,3,10,4130,0,98029,998000,0.8,2065.0
14364,3,0,0,3,7,1680,0,98019,396000,0.6666666666666666,840.0
14365,3,0,0,4,7,1480,0,98125,547000,0.6666666666666666,1480.0
14366,4,0,0,4,8,1210,580,98030,302000,0.5,1210.0
14367,5,0,0,5,9,1900,910,98117,999000,0.8,950.0
14368,4,0,3,3,8,1980,380,98126,633000,0.5,1980.0
14369,3,0,0,3,6,1460,0,98019,265800,0.6666666666666666,1460.0
14370,3,0,0,3,8,1460,700,98133,530000,0.6666666666666666,1460.0
14371,6,0,0,4,8,1320,1290,98007,605000,0.3333333333333333,1320.0
14372,4,0,0,3,7,2170,0,98065,489000,0.5,1085.0
14373,2,0,0,3,7,1360,800,98168,305000,0.5,1360.0
14374,4,0,0,5,7,1010,1010,98126,513000,0.75,1010.0
14375,4,0,0,3,10,2980,0,98027,765000,0.5,1490.0
14376,2,0,0,3,7,990,310,98102,550000,1.0,990.0
14377,4,0,0,5,8,2420,670,98006,974350,0.5,1210.0
14378,4,0,0,4,8,2280,0,98027,653675,0.5,1140.0
14379,3,0,0,4,7,1260,0,98038,245000,0.6666666666666666,1260.0
14380,2,0,0,3,8,1020,510,98115,700180,1.0,1020.0
14381,3,0,0,3,8,1390,440,98028,510000,0.6666666666666666,1390.0
14382,3,0,0,4,7,1190,420,98056,390000,0.6666666666666666,1190.0
14383,3,0,0,3,8,2170,0,98075,606500,0.6666666666666666,1085.0
14385,3,0,0,4,8,1620,0,98003,290000,0.6666666666666666,810.0
14386,3,0,0,3,7,1080,0,98023,115000,0.6666666666666666,1080.0
14387,3,0,0,4,8,1940,0,98027,500000,0.6666666666666666,1940.0
14388,3,0,3,3,9,2360,0,98115,580050,0.6666666666666666,1180.0
14389,3,0,0,3,8,1390,620,98029,550000,0.6666666666666666,695.0
14390,3,0,0,4,6,800,0,98117,465000,0.3333333333333333,400.0
14391,3,0,0,3,7,970,0,98125,354950,0.3333333333333333,485.0
14392,4,0,2,3,11,3720,0,98027,980000,0.75,1860.0
14393,3,0,0,3,8,2010,0,98028,500000,0.6666666666666666,1005.0
14394,4,0,0,3,7,1430,0,98105,667750,0.25,715.0
14395,3,0,1,3,8,2250,0,98028,735000,0.6666666666666666,2250.0
14396,3,0,3,3,7,1330,800,98178,361000,0.6666666666666666,1330.0
14397,3,0,0,4,7,1290,330,98042,276750,0.6666666666666666,1290.0
14398,4,0,0,3,10,2310,830,98027,760000,0.75,1155.0
14399,2,0,2,3,7,870,0,98107,475000,0.5,870.0
14400,4,0,0,3,7,1120,700,98001,234000,0.5,1120.0
14401,3,0,0,4,7,1510,0,98001,234950,0.6666666666666666,1510.0
14402,2,0,0,3,7,1320,0,98038,269950,1.0,1320.0
14403,3,0,0,3,8,1800,0,98029,495000,0.6666666666666666,900.0
14404,2,0,0,3,7,1120,0,98115,438000,0.5,1120.0
14405,3,0,0,4,7,2160,0,98019,260000,0.6666666666666666,2160.0
14406,4,0,0,3,9,3220,0,98075,697000,0.5,1610.0
14407,2,0,0,3,6,960,0,98126,212625,0.5,960.0
14408,5,0,0,5,7,1840,800,98122,593000,0.4,920.0
14409,4,0,0,3,8,2430,0,98038,410000,0.75,1215.0
14410,2,0,0,3,7,1020,450,98103,445434,0.5,1020.0
14411,3,0,0,3,8,1340,700,98003,200126,0.6666666666666666,1340.0
14412,3,0,0,4,7,1670,0,98038,290700,0.6666666666666666,835.0
14413,4,0,0,4,6,1010,0,98198,248000,0.25,1010.0
14414,1,0,0,3,5,540,0,98177,345000,1.0,540.0
14415,3,0,0,3,7,800,440,98103,525000,0.3333333333333333,800.0
14416,3,0,0,3,7,1510,0,98034,400000,0.6666666666666666,1510.0
14417,3,0,0,3,7,1120,700,98116,532000,0.3333333333333333,1120.0
14418,2,0,0,5,5,760,240,98002,159995,0.5,760.0
14419,5,0,0,4,7,1030,1010,98056,287000,0.4,1030.0
14420,4,0,3,4,10,2190,1500,98199,1120000,0.5,2190.0
14421,3,0,0,3,9,2310,0,98006,765000,0.6666666666666666,1155.0
14422,3,0,0,4,6,1090,0,98038,185000,0.6666666666666666,1090.0
14423,3,0,0,5,6,1150,0,98103,430000,0.3333333333333333,1150.0
14424,4,0,0,3,8,2100,0,98058,346000,0.5,1050.0
14425,4,0,0,4,8,1240,910,98033,607000,0.75,1240.0
14426,3,0,0,5,7,1730,770,98106,417000,0.6666666666666666,865.0
14427,5,0,0,3,9,3530,0,98144,930000,0.4,1765.0
14428,2,0,2,3,7,870,420,98136,573300,1.0,870.0
14429,4,0,0,3,7,1410,600,98178,260000,0.5,1410.0
14430,1,0,0,3,5,420,0,98108,280000,1.0,420.0
14431,4,0,0,3,8,2180,0,98122,825000,0.5,1090.0
14432,4,0,0,3,6,1150,0,98155,307000,0.25,575.0
14433,4,0,0,4,7,1130,870,98117,595000,0.5,1130.0
14434,5,0,0,3,8,1390,1390,98052,528000,0.4,1390.0
14435,2,1,4,4,8,1550,0,98070,600000,1.0,1550.0
14436,2,0,0,3,7,1480,700,98198,275000,0.5,1480.0
14437,2,0,2,4,7,1320,250,98119,782000,1.0,660.0
14438,3,0,0,3,9,1660,600,98077,610000,0.6666666666666666,1660.0
14439,3,0,0,3,7,1600,0,98103,488000,0.3333333333333333,800.0
14440,3,0,0,3,7,930,700,98108,320000,0.3333333333333333,930.0
14441,3,0,0,3,6,890,0,98118,153500,0.3333333333333333,890.0
14442,3,0,0,3,7,1350,0,98034,414500,0.3333333333333333,1350.0
14443,5,0,0,3,9,2850,0,98155,750000,0.4,2850.0
14444,3,0,3,5,6,1350,0,98022,349990,0.3333333333333333,1350.0
14445,3,0,0,3,10,3280,0,98003,645000,0.6666666666666666,3280.0
14446,2,0,0,3,7,1090,0,98144,425000,0.5,1090.0
14447,4,0,0,3,9,2990,0,98074,785000,0.5,1495.0
14448,3,0,0,4,7,1340,0,98038,290000,0.6666666666666666,1340.0
14449,3,0,0,4,7,1340,0,98038,415000,0.6666666666666666,1340.0
14450,2,0,0,3,6,720,0,98106,248500,0.5,720.0
14451,3,0,0,4,7,1480,850,98055,325000,0.6666666666666666,1480.0
14452,2,0,0,5,6,1280,0,98028,272925,0.5,640.0
14453,2,0,0,3,9,1280,290,98199,500000,1.0,640.0
14454,4,0,0,3,7,1510,0,98106,250000,0.5,755.0
14455,4,0,0,3,8,2470,0,98155,470000,0.5,1235.0
14456,2,0,0,4,7,990,200,98118,440000,0.5,990.0
14457,4,0,0,3,8,1981,0,98092,299999,0.5,990.5
14458,3,0,0,4,7,1590,0,98002,255000,0.6666666666666666,1590.0
14459,3,0,0,3,7,1150,0,98008,415950,0.6666666666666666,1150.0
14460,5,0,0,3,7,1220,940,98118,402000,0.6,610.0
14461,3,0,4,3,9,1770,0,98177,729000,0.6666666666666666,1770.0
14462,2,0,0,4,8,1780,690,98108,635000,1.0,890.0
14463,3,0,0,3,8,1710,0,98052,479000,0.6666666666666666,855.0
14464,2,0,0,4,8,1860,0,98006,462370,1.0,930.0
14465,3,0,0,4,5,1150,0,98001,171500,0.3333333333333333,575.0
14466,5,0,0,4,9,2910,940,98177,925000,0.6,1455.0
14467,5,0,0,4,8,1870,1540,98052,675000,0.6,1870.0
14468,4,0,0,4,8,1890,0,98092,320000,0.5,1890.0
14469,5,0,0,3,7,3200,0,98059,499950,0.8,1600.0
14470,5,0,0,4,7,1670,500,98011,435000,0.2,835.0
14471,4,0,0,3,9,2390,0,98092,359800,0.5,1195.0
14472,3,0,0,3,7,1410,0,98030,239900,0.6666666666666666,1410.0
14473,2,0,2,3,5,740,0,98116,295000,0.5,740.0
14474,3,0,0,3,6,2150,0,98058,380000,0.6666666666666666,1075.0
14475,4,0,0,3,7,1410,770,98126,435000,0.5,705.0
14476,2,0,0,3,7,820,0,98199,508000,0.5,820.0
14478,4,0,0,3,7,1220,740,98001,234500,0.5,1220.0
14479,2,0,0,4,7,960,310,98103,355000,0.5,960.0
14480,3,0,0,5,7,1030,680,98042,230000,0.6666666666666666,1030.0
14481,3,0,1,4,7,1150,780,98166,345000,0.6666666666666666,1150.0
14482,3,0,0,5,7,1200,0,98108,430000,0.6666666666666666,1200.0
14483,3,0,0,3,7,1680,0,98033,500000,0.6666666666666666,1680.0
14484,4,0,0,5,7,1300,0,98133,378000,0.25,1300.0
14485,3,0,0,3,7,1540,0,98065,345000,0.6666666666666666,770.0
14486,2,0,0,3,6,870,0,98126,410000,1.0,870.0
14487,2,0,0,5,8,1610,280,98105,750000,1.0,805.0
14488,4,0,0,3,7,1330,720,98052,485000,0.5,1330.0
14489,3,0,0,4,6,880,0,98042,105000,0.3333333333333333,880.0
14490,3,0,2,5,8,1960,820,98103,1030000,1.0,980.0
14491,3,0,0,3,7,1160,0,98033,360000,0.3333333333333333,1160.0
14492,5,0,0,4,7,1400,900,98023,294000,0.6,1400.0
14493,4,0,0,4,9,3140,0,98042,400000,0.5,1570.0
14494,3,0,0,4,7,1150,1150,98198,325000,0.6666666666666666,1150.0
14495,3,0,0,3,10,1490,1410,98006,770000,0.6666666666666666,1490.0
14496,3,0,0,4,7,1920,0,98011,443000,0.6666666666666666,960.0
14497,3,0,0,3,7,1150,0,98034,325000,0.3333333333333333,1150.0
14498,4,0,0,4,9,3120,0,98029,760000,0.5,1560.0
14499,4,0,0,4,7,1890,670,98115,640000,0.5,1890.0
14500,3,0,0,4,7,1410,0,98108,415000,0.6666666666666666,705.0
14501,3,0,0,3,7,970,0,98003,156000,0.3333333333333333,970.0
14502,3,0,0,4,10,2730,890,98040,996000,1.0,1365.0
14503,2,0,0,4,7,880,0,98103,415000,0.5,880.0
14504,3,0,0,5,7,1110,790,98144,615000,0.6666666666666666,555.0
14505,4,0,0,3,8,2540,0,98052,717000,0.5,1270.0
14506,4,0,0,3,7,1090,600,98033,548000,0.5,1090.0
14507,3,0,0,4,7,1120,0,98133,425000,0.6666666666666666,1120.0
14508,4,0,0,3,7,1330,800,98198,325250,0.75,1330.0
14510,3,0,0,4,7,1900,0,98008,557500,0.6666666666666666,1900.0
14512,3,0,0,3,7,1480,310,98108,249950,1.0,740.0
14513,4,0,0,4,8,1320,930,98023,260000,0.75,1320.0
14515,4,0,0,4,6,890,890,98199,442900,0.5,890.0
14516,3,0,0,3,7,1200,380,98074,475000,0.6666666666666666,1200.0
14517,5,0,0,3,8,3260,0,98042,365000,0.6,1630.0
14518,4,0,2,3,9,3180,0,98155,780000,0.5,1590.0
14519,3,0,0,4,7,1230,1230,98103,930000,0.6666666666666666,1230.0
14521,3,0,0,4,7,850,170,98133,350000,0.3333333333333333,850.0
14522,3,0,0,3,7,1630,0,98155,357500,0.6666666666666666,1630.0
14523,4,0,0,3,8,3290,0,98028,520000,0.5,1645.0
14524,4,0,0,3,8,1940,0,98058,330000,0.5,970.0
14525,3,0,0,3,7,1110,240,98045,310000,0.6666666666666666,1110.0
14526,3,0,0,3,6,1110,0,98166,279000,0.3333333333333333,1110.0
14527,4,0,0,4,7,2233,760,98166,540000,0.5,1116.5
14528,4,0,0,3,8,2280,0,98030,322000,0.5,1140.0
14529,5,0,0,3,7,2490,1310,98032,380000,0.6,2490.0
